Employee_ID,Age,Gender,Country,Industry,Work_Mode,Work_Hours_Per_Week,Stress_Level,Sleep_Hours,Productivity_Score,Physical_Activity_Hours,Mental_Health_Support_Access,Burnout_Risk,productivity_level
EMP_0560,56,Non-binary,Australia,Education,Remote,51,9,8.7,70,4.5,No,High,Media
EMP_0561,43,Female,France,Tech,On-site,40,1,8.2,78,7.5,No,Low,Alta
EMP_0562,52,Non-binary,Germany,Education,Remote,48,10,4.2,71,0.8,Yes,Medium,Alta
EMP_0563,38,Male,Canada,Tech,On-site,46,1,8.4,78,1.7,Yes,High,Alta
EMP_0564,50,Female,Germany,Tech,Hybrid,45,8,5.1,73,8.6,No,Low,Alta
EMP_0565,31,Non-binary,Germany,Retail,On-site,54,4,8.0,86,6.4,Yes,High,Alta
EMP_0566,44,Male,Australia,Manufacturing,Remote,40,8,6.4,59,4.8,Yes,Medium,Media
EMP_0567,46,Female,Australia,Finance,Hybrid,57,1,5.7,91,4.5,No,High,Alta
EMP_0568,24,Male,Japan,Healthcare,On-site,57,10,9.5,94,2.7,No,Medium,Alta
EMP_0569,28,Female,Canada,Retail,On-site,45,10,8.6,73,3.4,Yes,Medium,Alta
EMP_0570,57,Male,USA,Manufacturing,Remote,56,2,7.2,83,4.5,Yes,High,Alta
EMP_0571,40,Female,Brazil,Manufacturing,Remote,35,1,9.6,82,8.9,Yes,High,Alta
EMP_0572,29,Non-binary,UK,Manufacturing,Hybrid,38,7,7.9,97,6.5,Yes,Low,Alta
EMP_0573,33,Female,Australia,Retail,Hybrid,34,8,9.5,57,7.7,No,Medium,Media
EMP_0574,32,Male,Australia,Manufacturing,On-site,54,6,10.0,56,9.6,No,Low,Media
EMP_0575,50,Male,India,Finance,Hybrid,55,3,7.9,46,1.4,No,Low,Media
EMP_0576,28,Female,Australia,Manufacturing,Remote,34,2,7.4,56,7.8,Yes,Medium,Media
EMP_0577,31,Non-binary,USA,Manufacturing,Hybrid,54,5,4.9,61,9.0,Yes,High,Media
EMP_0578,53,Female,Singapore,Retail,Hybrid,34,9,5.4,64,9.5,No,Low,Media
EMP_0579,58,Non-binary,France,Tech,Hybrid,49,7,4.3,81,0.9,No,Low,Alta
EMP_0580,51,Female,Brazil,Finance,Hybrid,32,7,8.0,59,7.0,Yes,High,Media
EMP_0581,44,Female,UK,Healthcare,On-site,42,3,4.2,41,7.2,Yes,Medium,Media
EMP_0582,46,Male,Japan,Healthcare,On-site,61,9,9.8,91,4.5,Yes,Low,Alta
EMP_0583,43,Male,France,Healthcare,Remote,55,2,5.3,81,6.7,No,High,Alta
EMP_0584,56,Male,Canada,Finance,Remote,32,3,6.9,41,4.7,Yes,Low,Media
EMP_0585,30,Male,Germany,Healthcare,Remote,49,2,6.7,50,8.4,Yes,Low,Media
EMP_0586,29,Female,Canada,Education,Remote,34,4,6.6,91,8.4,No,Medium,Alta
EMP_0587,29,Non-binary,Canada,Education,Remote,50,4,8.6,77,1.7,Yes,Low,Alta
EMP_0588,39,Male,Singapore,Finance,Hybrid,53,9,5.0,55,9.3,Yes,Low,Media
EMP_0589,28,Non-binary,Canada,Retail,Remote,31,8,4.5,40,1.8,Yes,High,Baja
EMP_0590,59,Female,Singapore,Healthcare,On-site,38,4,4.9,57,5.2,No,Low,Media
EMP_0591,33,Non-binary,USA,Education,Remote,61,10,9.7,80,8.3,No,Medium,Alta
EMP_0592,48,Male,Japan,Finance,Remote,37,9,9.9,79,3.6,Yes,Medium,Alta
EMP_0593,35,Female,USA,Finance,Remote,39,8,7.0,50,6.7,Yes,Low,Media
EMP_0594,45,Female,Brazil,Retail,On-site,51,10,8.8,88,4.5,Yes,High,Alta
EMP_0595,25,Non-binary,Germany,Finance,Remote,61,9,4.7,97,2.4,No,High,Alta
EMP_0596,59,Female,Singapore,Finance,Hybrid,50,4,8.7,60,2.3,Yes,High,Media
EMP_0597,48,Male,Singapore,Finance,Remote,60,10,6.9,96,4.4,Yes,High,Alta
EMP_0598,51,Male,Singapore,Tech,Remote,59,4,7.8,57,2.0,Yes,Low,Media
EMP_0599,58,Male,Australia,Finance,Remote,59,8,6.5,88,3.4,No,High,Alta
EMP_0600,32,Non-binary,Canada,Finance,Hybrid,44,2,6.5,73,4.9,Yes,High,Alta
EMP_0601,52,Female,Australia,Manufacturing,Hybrid,57,4,5.5,67,5.8,Yes,High,Media
EMP_0602,22,Female,USA,Manufacturing,On-site,62,1,6.6,65,4.8,Yes,Medium,Media
EMP_0603,53,Male,UK,Education,Remote,56,4,4.8,58,2.4,Yes,Low,Media
EMP_0604,52,Non-binary,Australia,Finance,Hybrid,59,10,8.5,41,9.8,No,Low,Media
EMP_0605,47,Male,France,Healthcare,On-site,30,2,6.3,84,3.3,Yes,Medium,Alta
EMP_0606,49,Female,Canada,Education,Hybrid,43,2,7.7,61,7.4,Yes,High,Media
EMP_0607,45,Male,UK,Retail,On-site,59,10,4.2,63,1.8,Yes,High,Media
EMP_0608,35,Male,France,Finance,Hybrid,37,8,8.4,88,5.8,Yes,High,Alta
EMP_0609,36,Female,France,Tech,Hybrid,57,5,4.3,63,3.5,No,High,Media
EMP_0610,55,Male,India,Healthcare,Hybrid,64,5,6.7,63,8.0,Yes,Low,Media
EMP_0611,51,Male,UK,Retail,Remote,48,2,4.7,57,1.1,Yes,Medium,Media
EMP_0612,31,Male,Japan,Healthcare,Remote,48,7,9.8,74,9.3,No,Medium,Alta
EMP_0613,48,Female,USA,Tech,Remote,34,1,9.2,54,8.3,No,Medium,Media
EMP_0614,59,Female,France,Retail,Hybrid,63,9,6.7,59,5.7,No,Low,Media
EMP_0615,38,Male,India,Tech,On-site,33,3,6.1,69,9.6,Yes,High,Media
EMP_0616,56,Female,Germany,Finance,Hybrid,39,3,5.4,42,9.9,Yes,Medium,Media
EMP_0617,38,Female,Germany,Finance,Hybrid,32,6,9.9,49,3.7,Yes,High,Media
EMP_0618,41,Male,USA,Retail,On-site,39,8,9.6,49,0.0,No,High,Media
EMP_0619,40,Female,Australia,Education,Hybrid,39,10,8.4,99,4.4,Yes,High,Alta
EMP_0620,52,Male,Germany,Healthcare,Hybrid,37,5,4.1,79,8.4,No,Medium,Alta
EMP_0621,27,Female,USA,Education,Hybrid,42,10,7.2,90,9.4,No,Low,Alta
EMP_0622,23,Male,Japan,Retail,Hybrid,35,9,6.4,71,3.2,Yes,High,Alta
EMP_0623,45,Female,Germany,Healthcare,On-site,53,7,6.2,58,3.4,No,Medium,Media
EMP_0624,57,Male,Brazil,Healthcare,On-site,56,8,5.7,91,7.3,No,High,Alta
EMP_0625,48,Male,Canada,Education,Remote,39,4,5.8,95,5.3,No,Low,Alta
EMP_0626,59,Female,UK,Manufacturing,On-site,47,7,5.0,69,7.1,Yes,Low,Media
EMP_0627,33,Female,Australia,Education,On-site,32,5,9.0,59,4.9,No,Low,Media
EMP_0628,23,Male,Germany,Tech,On-site,60,2,7.9,97,2.9,Yes,Medium,Alta
EMP_0629,37,Male,UK,Tech,On-site,34,10,8.5,77,4.8,No,Medium,Alta
EMP_0630,52,Non-binary,UK,Tech,Hybrid,31,5,5.0,43,1.5,No,High,Media
EMP_0631,30,Female,Germany,Manufacturing,On-site,53,7,7.8,62,0.5,No,High,Media
EMP_0632,26,Non-binary,Brazil,Healthcare,Remote,36,10,8.5,74,3.2,No,High,Alta
EMP_0633,41,Female,France,Manufacturing,Hybrid,52,3,4.1,73,2.8,No,Medium,Alta
EMP_0634,43,Male,UK,Finance,Remote,62,4,9.0,90,9.0,Yes,Medium,Alta
EMP_0635,51,Male,UK,Finance,Remote,60,6,5.9,63,1.4,No,High,Media
EMP_0636,55,Female,Germany,Healthcare,On-site,31,2,5.3,94,6.9,Yes,Medium,Alta
EMP_0637,30,Male,Germany,Manufacturing,On-site,37,2,4.1,70,7.6,Yes,Low,Media
EMP_0638,28,Male,Japan,Education,Remote,60,2,9.5,42,0.7,Yes,Low,Media
EMP_0639,29,Non-binary,Brazil,Education,Remote,41,6,4.2,49,8.5,No,High,Media
EMP_0640,44,Female,Germany,Education,Hybrid,45,9,7.4,46,8.2,Yes,High,Media
EMP_0641,35,Non-binary,Brazil,Tech,Remote,64,1,9.8,46,9.2,No,Medium,Media
EMP_0642,59,Male,India,Healthcare,Remote,41,6,9.9,67,2.1,Yes,Medium,Media
EMP_0643,29,Female,UK,Retail,Remote,63,3,7.0,63,7.0,Yes,Low,Media
EMP_0644,42,Female,UK,Retail,On-site,59,10,8.4,83,9.8,No,Low,Alta
EMP_0645,57,Female,Australia,Retail,Remote,34,8,9.6,63,1.8,No,High,Media
EMP_0646,28,Female,India,Education,Hybrid,35,2,4.9,65,7.0,Yes,High,Media
EMP_0647,32,Male,France,Finance,On-site,42,10,9.1,65,1.2,No,High,Media
EMP_0648,53,Female,Canada,Education,On-site,55,6,6.9,78,9.5,No,High,Alta
EMP_0649,39,Male,India,Manufacturing,Remote,46,8,7.0,80,9.4,Yes,Low,Alta
EMP_0650,25,Male,India,Healthcare,Remote,41,7,7.6,60,1.5,Yes,Low,Media
EMP_0651,55,Female,India,Finance,On-site,61,8,7.0,74,3.4,Yes,Low,Alta
EMP_0652,49,Male,Singapore,Retail,On-site,54,8,6.8,42,1.8,No,High,Media
EMP_0653,32,Female,Singapore,Finance,On-site,54,8,8.6,76,6.8,No,Medium,Alta
EMP_0654,57,Male,Japan,Manufacturing,On-site,46,8,7.5,64,6.2,No,Medium,Media
EMP_0655,42,Male,USA,Education,Remote,38,6,6.1,87,5.8,No,Medium,Alta
EMP_0656,28,Female,France,Tech,On-site,52,1,8.0,55,2.3,No,High,Media
EMP_0657,27,Non-binary,UK,Tech,Remote,51,3,4.1,60,0.4,No,High,Media
EMP_0658,54,Female,Australia,Manufacturing,Hybrid,60,10,4.1,60,3.8,No,Medium,Media
EMP_0659,58,Male,India,Manufacturing,Hybrid,43,6,7.0,91,7.6,No,Low,Alta
EMP_0660,41,Female,Singapore,Finance,On-site,34,9,5.3,56,0.5,No,Low,Media
EMP_0661,27,Non-binary,Canada,Manufacturing,Hybrid,51,5,4.4,91,5.3,No,Low,Alta
EMP_0662,44,Male,Australia,Education,On-site,57,9,5.9,66,4.0,No,High,Media
EMP_0663,57,Male,USA,Healthcare,Hybrid,63,3,7.5,53,6.6,No,Medium,Media
EMP_0664,56,Non-binary,Singapore,Education,Hybrid,33,9,5.2,69,1.5,Yes,High,Media
EMP_0665,41,Female,Singapore,Tech,Remote,43,7,5.6,58,6.5,No,High,Media
EMP_0666,37,Female,Brazil,Manufacturing,Remote,42,1,5.5,92,3.1,No,High,Alta
EMP_0667,49,Female,USA,Finance,Remote,47,3,4.2,90,8.0,Yes,High,Alta
EMP_0668,24,Non-binary,India,Manufacturing,Remote,35,6,7.6,95,0.6,No,Medium,Alta
EMP_0669,27,Female,Germany,Finance,Remote,62,2,7.1,93,5.8,No,Medium,Alta
EMP_0670,27,Male,Canada,Manufacturing,On-site,51,10,8.4,91,7.5,Yes,Medium,Alta
EMP_0671,35,Male,UK,Finance,Remote,47,8,6.5,95,5.9,No,High,Alta
EMP_0672,45,Non-binary,UK,Tech,Hybrid,57,8,8.1,57,8.8,Yes,Medium,Media
EMP_0673,52,Non-binary,France,Tech,Remote,32,1,8.1,90,6.7,No,High,Alta
EMP_0674,46,Female,France,Healthcare,Remote,64,4,9.1,64,0.1,No,Medium,Media
EMP_0675,41,Male,Brazil,Tech,Remote,40,8,7.8,96,8.1,No,Low,Alta
EMP_0676,39,Male,India,Retail,Hybrid,56,6,8.3,96,9.2,Yes,Low,Alta
EMP_0677,38,Non-binary,UK,Tech,On-site,50,8,8.2,88,0.5,Yes,High,Alta
EMP_0678,50,Non-binary,Germany,Manufacturing,On-site,42,5,5.9,45,1.1,Yes,High,Media
EMP_0679,30,Non-binary,Singapore,Tech,On-site,60,3,5.6,83,5.9,No,Medium,Alta
EMP_0680,34,Male,Singapore,Tech,Remote,55,7,9.7,96,5.7,Yes,Low,Alta
EMP_0681,57,Non-binary,Canada,Healthcare,Remote,35,8,5.2,84,8.5,Yes,Medium,Alta
EMP_0682,49,Non-binary,Australia,Finance,Remote,53,3,9.7,47,0.1,No,Medium,Media
EMP_0683,53,Male,Brazil,Healthcare,Remote,42,5,5.7,71,3.8,No,Low,Alta
EMP_0684,35,Female,Brazil,Retail,Remote,56,3,4.2,56,2.4,No,Low,Media
EMP_0685,45,Non-binary,India,Manufacturing,Remote,60,3,9.2,84,4.0,Yes,High,Alta
EMP_0686,46,Non-binary,Singapore,Healthcare,Hybrid,46,2,4.6,43,0.5,Yes,Medium,Media
EMP_0687,44,Non-binary,Canada,Healthcare,Hybrid,32,1,5.5,79,3.8,No,High,Alta
EMP_0688,45,Male,Japan,Manufacturing,Hybrid,41,5,5.0,71,9.3,No,Low,Alta
EMP_0689,27,Female,Japan,Retail,Remote,46,2,5.9,48,5.0,No,High,Media
EMP_0690,45,Female,Australia,Tech,Hybrid,46,9,5.9,97,1.6,No,Low,Alta
EMP_0691,57,Non-binary,India,Manufacturing,Remote,39,1,5.4,42,4.7,Yes,High,Media
EMP_0692,51,Female,UK,Retail,Remote,58,6,9.9,75,4.9,No,Low,Alta
EMP_0693,31,Male,France,Manufacturing,Remote,48,3,9.0,87,5.1,No,High,Alta
EMP_0694,59,Male,Canada,Manufacturing,Hybrid,41,7,9.5,55,7.7,Yes,Medium,Media
EMP_0695,23,Female,UK,Retail,On-site,36,6,4.9,45,4.6,No,Medium,Media
EMP_0696,39,Non-binary,USA,Tech,Remote,58,6,9.7,86,9.1,Yes,Low,Alta
EMP_0697,25,Non-binary,Australia,Tech,Remote,34,9,9.7,64,0.9,No,Low,Media
EMP_0698,37,Female,UK,Manufacturing,Remote,40,7,8.7,58,6.5,Yes,Low,Media
EMP_0699,41,Female,Singapore,Healthcare,On-site,38,6,8.0,93,3.7,Yes,Medium,Alta
EMP_0700,50,Female,India,Tech,Hybrid,57,2,8.5,91,3.7,Yes,Medium,Alta
EMP_0701,49,Male,USA,Education,On-site,59,4,7.9,85,1.6,No,High,Alta
EMP_0702,55,Male,Australia,Retail,On-site,35,8,5.8,48,6.8,No,Low,Media
EMP_0703,55,Female,Australia,Education,Remote,34,1,7.1,72,4.2,Yes,Medium,Alta
EMP_0704,58,Female,France,Tech,Hybrid,35,9,4.1,87,6.6,Yes,Low,Alta
EMP_0705,47,Male,UK,Retail,Hybrid,49,6,7.5,69,7.6,No,High,Media
EMP_0706,38,Female,Germany,Finance,Remote,35,10,5.6,83,1.1,Yes,Low,Alta
EMP_0707,47,Male,USA,Finance,Hybrid,60,8,8.2,95,6.6,No,Medium,Alta
EMP_0708,45,Non-binary,Singapore,Tech,Remote,38,3,4.1,47,8.2,Yes,Low,Media
EMP_0709,35,Female,Germany,Healthcare,Remote,57,9,5.1,59,7.7,Yes,Medium,Media
EMP_0710,49,Male,UK,Finance,Remote,58,8,6.8,95,4.5,Yes,Low,Alta
EMP_0711,40,Non-binary,Singapore,Manufacturing,On-site,30,2,7.8,85,4.3,No,Medium,Alta
EMP_0712,59,Non-binary,Japan,Tech,Remote,61,7,6.9,77,7.2,No,Low,Alta
EMP_0713,25,Non-binary,USA,Retail,Hybrid,50,9,4.4,97,6.5,No,Low,Alta
EMP_0714,53,Non-binary,France,Retail,Hybrid,57,1,5.0,86,1.9,No,Medium,Alta
EMP_0715,36,Non-binary,Brazil,Education,Hybrid,51,10,9.1,85,6.6,Yes,Medium,Alta
EMP_0716,46,Female,France,Retail,Remote,43,5,8.1,45,6.7,Yes,Low,Media
EMP_0717,34,Male,Canada,Retail,Remote,56,8,5.8,53,5.6,Yes,Medium,Media
EMP_0718,38,Female,Germany,Finance,Hybrid,32,2,6.0,47,6.2,Yes,High,Media
EMP_0719,36,Female,Australia,Tech,On-site,32,9,5.6,49,8.5,Yes,High,Media
EMP_0720,25,Female,India,Manufacturing,Remote,36,9,4.3,46,1.7,Yes,Low,Media
EMP_0721,45,Male,Australia,Healthcare,On-site,62,8,8.4,46,1.5,No,Medium,Media
EMP_0722,30,Male,Brazil,Retail,On-site,30,4,9.0,70,3.4,Yes,Low,Media
EMP_0723,39,Female,Singapore,Tech,Hybrid,45,3,8.5,73,4.2,Yes,Low,Alta
EMP_0724,49,Female,Singapore,Retail,Hybrid,53,1,6.7,89,0.1,Yes,Low,Alta
EMP_0725,43,Female,Singapore,Finance,On-site,33,7,8.6,82,9.2,Yes,High,Alta
EMP_0726,25,Non-binary,Japan,Tech,On-site,55,9,9.2,86,7.4,No,Low,Alta
EMP_0727,39,Non-binary,Canada,Finance,Hybrid,55,8,7.9,96,5.4,No,High,Alta
EMP_0728,44,Non-binary,Singapore,Finance,On-site,35,1,7.2,64,7.3,Yes,High,Media
EMP_0729,56,Female,Brazil,Manufacturing,Hybrid,49,9,6.0,80,1.6,Yes,High,Alta
EMP_0730,59,Female,Brazil,Tech,Hybrid,57,9,4.7,43,8.4,No,High,Media
EMP_0731,54,Female,UK,Manufacturing,Hybrid,37,8,5.8,87,0.1,No,Low,Alta
EMP_0732,59,Non-binary,Japan,Education,Remote,52,5,5.7,90,8.2,Yes,High,Alta
EMP_0733,46,Non-binary,Brazil,Manufacturing,On-site,63,10,5.2,89,3.6,Yes,Low,Alta
EMP_0734,49,Female,UK,Manufacturing,Remote,57,3,6.9,68,0.8,No,High,Media
EMP_0735,57,Non-binary,Singapore,Tech,Hybrid,61,7,10.0,84,9.3,No,High,Alta
EMP_0736,48,Male,Germany,Education,Remote,61,8,4.8,85,5.1,Yes,High,Alta
EMP_0737,35,Female,India,Manufacturing,Hybrid,40,9,6.2,100,1.2,No,Low,Alta
EMP_0738,29,Female,Canada,Tech,Remote,63,3,4.7,59,9.9,No,Medium,Media
EMP_0739,53,Male,Germany,Finance,Hybrid,56,1,9.6,59,8.9,Yes,Low,Media
EMP_0740,53,Male,UK,Education,On-site,34,1,6.5,76,3.1,No,Medium,Alta
EMP_0741,46,Female,Canada,Finance,Remote,62,8,8.6,82,4.5,No,Low,Alta
EMP_0742,48,Female,Brazil,Retail,On-site,64,1,9.7,96,4.4,No,High,Alta
EMP_0743,27,Male,USA,Education,Hybrid,49,9,7.9,81,5.6,Yes,High,Alta
EMP_0744,56,Non-binary,USA,Education,Hybrid,42,8,7.0,41,1.2,Yes,Low,Media
EMP_0745,39,Male,Brazil,Healthcare,Hybrid,58,2,8.8,78,3.2,Yes,Medium,Alta
EMP_0746,23,Female,Singapore,Finance,On-site,31,9,5.9,56,0.9,Yes,High,Media
EMP_0747,32,Female,Germany,Finance,On-site,35,3,5.8,66,6.8,Yes,High,Media
EMP_0748,42,Male,USA,Healthcare,Remote,49,7,4.6,49,4.1,No,Medium,Media
EMP_0749,46,Male,USA,Finance,Remote,45,8,7.1,72,3.9,Yes,Medium,Alta
EMP_0750,25,Female,India,Education,On-site,34,8,4.2,80,2.3,Yes,Medium,Alta
EMP_0751,57,Non-binary,UK,Finance,Hybrid,38,5,7.4,68,0.8,Yes,Low,Media
EMP_0752,45,Non-binary,Germany,Finance,Hybrid,57,9,6.7,40,8.1,No,High,Baja
EMP_0753,32,Male,USA,Retail,On-site,46,7,10.0,93,6.3,No,Low,Alta
EMP_0754,32,Non-binary,Japan,Education,Remote,49,2,6.4,47,8.3,No,Medium,Media
EMP_0755,35,Non-binary,Japan,Tech,Hybrid,51,5,9.9,85,4.5,Yes,High,Alta
EMP_0756,42,Female,Brazil,Retail,Hybrid,51,1,9.5,48,6.5,Yes,High,Media
EMP_0757,52,Male,USA,Healthcare,Remote,56,9,9.4,85,4.9,No,High,Alta
EMP_0758,27,Non-binary,UK,Education,Remote,58,2,6.1,92,3.8,No,Medium,Alta
EMP_0759,33,Non-binary,USA,Manufacturing,On-site,53,4,6.7,54,7.4,No,High,Media
EMP_0760,44,Male,UK,Education,Hybrid,49,4,5.4,71,9.7,Yes,Medium,Alta
EMP_0761,53,Non-binary,Canada,Finance,Remote,42,7,4.7,57,5.7,No,Low,Media
EMP_0762,57,Male,Canada,Healthcare,Hybrid,41,2,7.5,87,0.7,No,High,Alta
EMP_0763,36,Non-binary,Australia,Finance,Hybrid,31,9,7.7,83,5.6,No,Low,Alta
EMP_0764,49,Non-binary,USA,Tech,On-site,56,5,4.7,73,4.7,No,High,Alta
EMP_0765,24,Non-binary,Brazil,Manufacturing,On-site,56,9,6.7,40,3.9,No,Low,Baja
EMP_0766,58,Male,Brazil,Healthcare,On-site,34,4,5.2,61,3.1,Yes,Low,Media
EMP_0767,52,Female,USA,Education,Hybrid,51,5,5.5,70,2.4,No,Low,Media
EMP_0768,43,Non-binary,Brazil,Manufacturing,Hybrid,58,2,7.8,77,1.2,Yes,Low,Alta
EMP_0769,46,Female,UK,Finance,Remote,58,1,5.8,80,4.3,Yes,High,Alta
EMP_0770,25,Non-binary,USA,Tech,On-site,55,2,7.7,66,2.3,Yes,Medium,Media
EMP_0771,46,Female,Singapore,Education,Hybrid,36,6,7.9,83,7.8,No,High,Alta
EMP_0772,43,Non-binary,Brazil,Manufacturing,Remote,30,10,8.3,77,7.9,Yes,High,Alta
EMP_0773,30,Non-binary,Japan,Tech,On-site,56,8,8.3,68,1.9,Yes,Low,Media
EMP_0774,25,Male,Australia,Education,On-site,62,6,5.9,96,5.4,Yes,Low,Alta
EMP_0775,52,Female,Canada,Tech,On-site,53,1,7.1,82,6.8,Yes,Low,Alta
EMP_0776,54,Non-binary,USA,Retail,On-site,42,4,7.8,52,7.9,No,Low,Media
EMP_0777,52,Non-binary,India,Education,Hybrid,51,10,7.4,61,6.2,No,Medium,Media
EMP_0778,32,Male,India,Manufacturing,On-site,44,1,7.8,84,2.3,Yes,Low,Alta
EMP_0779,52,Non-binary,France,Healthcare,On-site,43,7,5.1,40,3.6,Yes,Medium,Baja
EMP_0780,23,Non-binary,UK,Finance,On-site,58,4,7.8,98,7.7,Yes,Low,Alta
EMP_0781,34,Male,Australia,Finance,Remote,46,3,6.0,75,2.5,Yes,Low,Alta
EMP_0782,33,Female,UK,Manufacturing,Hybrid,38,7,7.9,96,1.1,Yes,Medium,Alta
EMP_0783,51,Male,France,Tech,Hybrid,40,9,9.9,79,8.8,Yes,Low,Alta
EMP_0784,31,Male,Brazil,Finance,Hybrid,54,6,5.9,67,9.8,Yes,Low,Media
EMP_0785,59,Male,Japan,Tech,Remote,50,4,4.3,90,2.8,Yes,High,Alta
EMP_0786,59,Female,Brazil,Healthcare,Remote,60,10,4.4,72,3.9,No,Medium,Alta
EMP_0787,55,Female,Germany,Tech,Hybrid,53,9,8.2,85,9.6,No,Medium,Alta
EMP_0788,59,Female,Canada,Healthcare,Remote,43,4,9.4,68,8.6,No,Low,Media
EMP_0789,41,Female,Singapore,Education,Remote,53,5,7.3,48,7.5,No,Medium,Media
EMP_0790,55,Female,Brazil,Education,Remote,59,9,7.7,67,4.5,No,Medium,Media
EMP_0791,45,Female,France,Tech,On-site,31,3,6.7,56,6.5,No,Low,Media
EMP_0792,40,Non-binary,Japan,Education,Hybrid,35,5,9.6,46,1.2,No,Low,Media
EMP_0793,56,Male,France,Finance,Hybrid,51,5,5.8,92,7.7,No,Low,Alta
EMP_0794,30,Non-binary,Japan,Tech,Remote,49,5,8.9,90,10.0,No,High,Alta
EMP_0795,22,Female,Japan,Finance,On-site,44,4,8.3,53,4.7,No,High,Media
EMP_0796,51,Female,UK,Tech,Remote,57,7,5.3,68,8.5,Yes,Medium,Media
EMP_0797,30,Non-binary,Germany,Tech,Hybrid,30,8,8.9,93,3.5,Yes,Medium,Alta
EMP_0798,49,Non-binary,Singapore,Healthcare,Hybrid,49,6,7.5,76,7.9,Yes,Low,Alta
EMP_0799,43,Non-binary,Canada,Education,Hybrid,55,7,5.2,65,0.6,No,Low,Media
EMP_0800,52,Male,France,Education,On-site,49,2,5.0,83,5.5,Yes,High,Alta
EMP_0801,53,Male,Germany,Finance,Remote,54,5,5.2,58,6.6,Yes,Medium,Media
EMP_0802,25,Female,Japan,Manufacturing,Remote,50,7,6.3,47,1.3,No,Medium,Media
EMP_0803,26,Female,Brazil,Finance,Remote,49,7,8.9,82,4.7,No,High,Alta
EMP_0804,34,Non-binary,India,Tech,Remote,30,3,6.7,92,4.0,Yes,High,Alta
EMP_0805,43,Non-binary,India,Retail,On-site,32,2,5.7,96,9.2,No,High,Alta
EMP_0806,41,Female,Canada,Finance,On-site,45,3,9.4,86,4.3,No,High,Alta
EMP_0807,33,Non-binary,Canada,Manufacturing,On-site,32,4,9.3,50,2.7,No,High,Media
EMP_0808,26,Non-binary,Brazil,Retail,On-site,37,6,4.5,46,5.0,No,Medium,Media
EMP_0809,50,Male,Australia,Finance,Hybrid,32,8,4.2,80,6.9,No,Medium,Alta
EMP_0810,43,Non-binary,Singapore,Finance,On-site,32,1,5.5,85,9.2,No,High,Alta
EMP_0811,51,Female,India,Manufacturing,Remote,45,8,4.8,92,2.8,Yes,Low,Alta
EMP_0812,23,Non-binary,UK,Finance,On-site,37,9,8.4,50,0.8,Yes,High,Media
EMP_0813,39,Male,India,Tech,Remote,43,1,9.4,74,2.2,Yes,High,Alta
EMP_0814,55,Non-binary,UK,Retail,Hybrid,49,8,4.3,40,0.5,No,Low,Baja
EMP_0815,37,Female,Brazil,Finance,Remote,31,7,4.2,40,3.4,Yes,High,Baja
EMP_0816,26,Male,UK,Healthcare,Remote,40,1,6.5,46,8.2,No,High,Media
EMP_0817,34,Non-binary,Brazil,Education,On-site,57,2,5.4,46,3.6,Yes,Low,Media
EMP_0818,47,Non-binary,France,Manufacturing,On-site,43,8,5.3,82,8.2,No,Low,Alta
EMP_0819,26,Male,Singapore,Tech,Hybrid,61,2,8.3,90,9.9,Yes,Medium,Alta
EMP_0820,28,Non-binary,France,Healthcare,Hybrid,54,3,6.0,80,7.6,No,High,Alta
EMP_0821,52,Male,France,Manufacturing,Hybrid,58,7,7.1,87,2.3,Yes,Low,Alta
EMP_0822,23,Non-binary,UK,Tech,Remote,57,4,7.7,43,1.4,No,Medium,Media
EMP_0823,34,Male,Singapore,Finance,Hybrid,32,4,9.5,78,9.9,No,High,Alta
EMP_0824,43,Male,Australia,Tech,Hybrid,32,9,8.8,66,6.5,No,Low,Media
EMP_0825,36,Non-binary,France,Tech,Remote,43,9,4.3,98,6.7,Yes,High,Alta
EMP_0826,36,Non-binary,Singapore,Education,On-site,41,8,7.8,44,8.7,Yes,Low,Media
EMP_0827,25,Non-binary,Germany,Finance,Remote,35,3,7.6,93,8.0,Yes,Low,Alta
EMP_0828,54,Male,Singapore,Healthcare,On-site,49,3,8.3,55,4.2,Yes,Medium,Media
EMP_0829,40,Non-binary,India,Healthcare,Remote,47,8,4.5,63,4.0,Yes,Medium,Media
EMP_0830,50,Female,Japan,Education,Hybrid,57,3,8.9,90,4.8,No,Medium,Alta
EMP_0831,27,Female,Canada,Education,Remote,41,5,6.3,59,4.5,No,High,Media
EMP_0832,52,Male,France,Finance,Hybrid,60,4,4.9,52,0.0,No,Medium,Media
EMP_0833,47,Female,Singapore,Healthcare,On-site,54,8,5.8,77,0.7,Yes,Low,Alta
EMP_0834,46,Non-binary,Germany,Finance,On-site,46,6,7.1,71,6.3,No,High,Alta
EMP_0835,25,Non-binary,Singapore,Retail,Hybrid,45,4,6.9,98,8.1,Yes,High,Alta
EMP_0836,31,Female,Canada,Retail,Hybrid,39,5,5.5,77,9.5,Yes,Low,Alta
EMP_0837,29,Male,Singapore,Retail,Hybrid,35,9,9.5,96,4.2,No,Medium,Alta
EMP_0838,41,Non-binary,Japan,Healthcare,On-site,49,7,8.5,99,7.3,Yes,Low,Alta
EMP_0839,58,Female,Germany,Tech,Hybrid,43,7,8.2,40,9.9,No,Low,Baja
EMP_0840,28,Male,Singapore,Education,On-site,48,7,5.0,63,1.9,Yes,Low,Media
